frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1597, 0, 53.253, 0.98, 1, 0.77, 0.00, 0.78, 0.00, 0.00, 1.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.66, 0.00, 0.00, 0.57, 0.00, 0.21, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
1598, 0, 53.287, 0.98, 1, 0.83, 0.00, 0.82, 0.00, 0.00, 1.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 0.52, 0.00, 0.22, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
1599, 0, 53.320, 0.98, 1, 0.85, 0.00, 0.85, 0.00, 0.00, 1.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.77, 0.00, 0.00, 0.43, 0.02, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
1600, 0, 53.353, 0.98, 1, 0.79, 0.00, 0.72, 0.00, 0.00, 1.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.74, 0.00, 0.00, 0.41, 0.03, 0.58, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
1601, 0, 53.387, 0.98, 1, 0.74, 0.00, 0.45, 0.00, 0.00, 1.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.76, 0.00, 0.00, 0.29, 0.03, 0.72, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00
1602, 0, 53.420, 0.98, 1, 0.67, 0.00, 0.25, 0.00, 0.00, 1.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.85, 0.00, 0.00, 0.17, 0.00, 0.77, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00
1603, 0, 53.453, 0.98, 1, 0.64, 0.00, 0.15, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.02, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00
1604, 0, 53.487, 0.98, 1, 0.60, 0.00, 0.20, 0.00, 0.00, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 1.19, 0.05, 0.00, 0.00, 0.00, 0.75, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00
1605, 0, 53.520, 0.98, 1, 0.71, 0.00, 0.35, 0.00, 0.00, 1.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.96, 0.05, 0.00, 0.13, 0.22, 0.74, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00
1606, 0, 53.554, 0.98, 1, 0.91, 0.00, 0.61, 0.00, 0.00, 1.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.05, 0.00, 0.51, 0.63, 0.92, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1607, 0, 53.587, 0.98, 1, 1.08, 0.00, 0.71, 0.00, 0.00, 2.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.00, 0.00, 0.95, 1.14, 0.99, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1608, 0, 53.620, 0.98, 1, 1.27, 0.00, 0.79, 0.00, 0.00, 2.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.06, 0.00, 1.30, 1.39, 1.07, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1609, 0, 53.654, 0.98, 1, 1.33, 0.00, 0.78, 0.00, 0.00, 2.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.22, 0.27, 0.00, 1.47, 1.45, 0.99, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1610, 0, 53.687, 0.98, 1, 1.42, 0.00, 0.85, 0.00, 0.00, 2.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.40, 0.00, 1.60, 1.50, 0.93, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1611, 0, 53.720, 0.98, 1, 1.51, 0.00, 0.82, 0.00, 0.00, 2.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.50, 0.00, 1.59, 1.52, 0.89, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1612, 0, 53.754, 0.98, 1, 1.59, 0.00, 0.91, 0.00, 0.00, 2.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.45, 0.00, 1.61, 1.61, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1613, 0, 53.787, 0.98, 1, 1.62, 0.00, 0.95, 0.00, 0.00, 2.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.41, 0.00, 1.58, 1.68, 1.01, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1614, 0, 53.820, 0.98, 1, 1.59, 0.00, 1.08, 0.00, 0.00, 2.53, 0.00, 0.05, 0.00, 0.00, 0.00, 0.28, 0.31, 0.00, 1.72, 1.76, 1.04, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1615, 0, 53.854, 0.98, 1, 1.58, 0.00, 1.08, 0.00, 0.00, 2.45, 0.00, 0.11, 0.00, 0.00, 0.00, 0.34, 0.20, 0.00, 1.71, 1.72, 1.01, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1616, 0, 53.887, 0.93, 1, 1.58, 0.00, 1.11, 0.00, 0.00, 2.41, 0.00, 0.18, 0.00, 0.00, 0.00, 0.39, 0.16, 0.00, 1.69, 1.53, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1617, 0, 53.921, 0.93, 1, 1.40, 0.00, 1.16, 0.00, 0.00, 2.46, 0.00, 0.27, 0.00, 0.00, 0.00, 0.42, 0.24, 0.00, 1.65, 1.38, 1.08, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1618, 0, 53.954, 0.98, 1, 1.31, 0.00, 1.31, 0.00, 0.00, 2.57, 0.00, 0.37, 0.00, 0.00, 0.00, 0.43, 0.19, 0.00, 1.59, 1.22, 1.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1619, 0, 53.987, 0.98, 1, 1.15, 0.00, 1.36, 0.00, 0.00, 2.55, 0.00, 0.57, 0.00, 0.00, 0.00, 0.45, 0.22, 0.00, 1.50, 1.02, 0.90, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1620, 0, 54.021, 0.98, 1, 1.23, 0.00, 1.35, 0.00, 0.00, 2.44, 0.00, 0.76, 0.00, 0.00, 0.00, 0.41, 0.19, 0.00, 1.35, 0.72, 0.68, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1621, 0, 54.054, 0.98, 1, 1.35, 0.00, 1.40, 0.00, 0.00, 2.16, 0.00, 0.92, 0.00, 0.00, 0.00, 0.26, 0.34, 0.00, 1.28, 0.43, 0.58, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1622, 0, 54.087, 0.98, 1, 1.45, 0.00, 1.45, 0.00, 0.00, 1.98, 0.00, 0.93, 0.00, 0.00, 0.00, 0.12, 0.40, 0.00, 1.25, 0.25, 0.41, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1623, 0, 54.121, 0.98, 1, 1.54, 0.00, 1.53, 0.00, 0.00, 1.59, 0.05, 0.83, 0.00, 0.13, 0.00, 0.10, 0.48, 0.00, 0.88, 0.30, 0.25, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1624, 0, 54.154, 0.98, 1, 1.56, 0.00, 1.48, 0.00, 0.00, 1.09, 0.10, 0.74, 0.00, 0.21, 0.00, 0.33, 0.48, 0.00, 0.46, 0.40, 0.23, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00
1625, 0, 54.187, 0.98, 1, 1.60, 0.00, 1.39, 0.00, 0.00, 0.47, 0.27, 0.67, 0.00, 0.21, 0.00, 0.87, 0.36, 0.00, 0.06, 0.41, 0.58, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1626, 0, 54.221, 0.98, 1, 1.56, 0.00, 1.12, 0.00, 0.00, 0.12, 0.38, 0.49, 0.00, 0.08, 0.00, 1.00, 0.18, 0.00, 0.00, 0.24, 0.68, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1627, 0, 54.254, 0.98, 1, 1.41, 0.00, 0.71, 0.00, 0.00, 0.00, 0.41, 0.26, 0.00, 0.00, 0.00, 1.03, 0.02, 0.00, 0.00, 0.08, 0.69, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1628, 0, 54.288, 0.98, 1, 1.36, 0.27, 0.51, 0.00, 0.00, 0.00, 0.24, 0.04, 0.00, 0.00, 0.00, 0.88, 0.00, 0.10, 0.00, 0.00, 0.36, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1629, 0, 54.321, 0.98, 1, 1.55, 0.62, 0.47, 0.07, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 1.29, 0.00, 0.35, 0.00, 0.08, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1630, 0, 54.354, 0.98, 1, 1.68, 1.01, 0.86, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.65, 0.00, 0.79, 0.00, 0.33, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1631, 0, 54.388, 0.98, 1, 1.79, 1.08, 1.10, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.06, 0.00, 1.14, 0.00, 0.93, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1632, 0, 54.421, 0.93, 1, 1.70, 0.93, 1.43, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.46, 0.00, 1.28, 0.00, 1.57, 0.04, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1633, 0, 54.454, 0.88, 1, 1.70, 0.82, 1.48, 0.82, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 3.01, 0.00, 1.21, 0.02, 2.20, 0.04, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1634, 0, 54.488, 0.88, 1, 1.59, 0.83, 1.40, 0.70, 0.00, 0.01, 0.00, 0.06, 0.00, 0.00, 0.00, 3.52, 0.00, 1.00, 0.33, 2.36, 0.12, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1635, 0, 54.521, 0.88, 1, 1.23, 1.07, 1.26, 0.49, 0.00, 0.01, 0.00, 0.16, 0.00, 0.00, 0.32, 3.71, 0.00, 0.82, 0.78, 2.48, 0.07, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1636, 0, 54.555, 0.88, 1, 0.92, 1.03, 1.24, 0.46, 0.00, 0.00, 0.02, 0.40, 0.00, 0.00, 0.56, 3.55, 0.00, 0.54, 1.18, 2.32, 0.07, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1637, 0, 54.588, 0.22, 0, 0.44, 0.69, 0.89, 0.31, 0.00, 0.00, 0.02, 0.33, 0.00, 0.00, 0.56, 2.24, 0.00, 0.30, 0.88, 1.56, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1638, 0, 54.621, 0.17, 0, 0.36, 0.80, 0.97, 0.15, 0.00, 0.06, 0.32, 1.01, 0.09, 0.00, 0.24, 1.60, 0.00, 0.08, 0.42, 0.72, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1639, 0, 54.655, 0.88, 1, 0.14, 0.56, 0.47, 0.00, 0.00, 0.06, 0.30, 0.77, 0.09, 0.00, 0.00, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1640, 0, 54.688, 0.03, 0, 0.14, 0.56, 0.47, 0.00, 0.00, 0.06, 0.30, 0.77, 0.09, 0.00, 0.00, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1641, 0, 54.721, 0.13, 0, 0.00, 0.21, 0.50, 0.00, 0.00, 0.00, 0.22, 0.36, 0.18, 0.27, 0.00, 0.70, 0.22, 0.33, 0.00, 0.00, 0.21, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1642, 0, 54.755, 0.98, 1, 0.08, 0.54, 1.11, 0.00, 0.00, 0.00, 0.22, 0.56, 0.27, 0.29, 0.00, 1.81, 0.22, 0.63, 0.00, 0.00, 0.49, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1643, 0, 54.788, 0.98, 1, 0.21, 0.89, 1.69, 0.00, 0.00, 0.00, 0.22, 0.58, 0.27, 0.43, 0.00, 2.92, 0.22, 0.93, 0.00, 0.00, 1.24, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1644, 0, 54.821, 0.98, 1, 0.38, 0.91, 1.98, 0.00, 0.00, 0.00, 0.00, 0.22, 0.09, 0.17, 0.00, 3.34, 0.00, 0.60, 0.19, 0.46, 1.35, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1645, 0, 54.855, 0.98, 1, 0.44, 1.02, 1.99, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.14, 0.00, 3.50, 0.00, 0.39, 0.19, 0.94, 1.65, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1646, 0, 54.888, 0.98, 1, 0.33, 0.87, 1.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.24, 0.00, 0.12, 0.19, 1.47, 1.34, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1647, 0, 54.922, 0.98, 1, 0.43, 0.64, 1.37, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 2.19, 0.00, 0.12, 0.00, 1.16, 1.02, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1648, 0, 54.955, 0.93, 1, 0.59, 0.21, 1.05, 0.00, 0.00, 0.00, 0.14, 0.07, 0.00, 0.00, 0.00, 0.92, 0.00, 0.04, 0.30, 0.97, 0.69, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1649, 0, 54.988, 0.88, 1, 0.88, 0.00, 0.97, 0.00, 0.00, 0.00, 0.26, 0.10, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.75, 1.02, 0.64, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1650, 0, 55.022, 0.88, 1, 0.78, 0.00, 1.11, 0.00, 0.00, 0.00, 0.21, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.96, 1.42, 0.75, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1651, 0, 55.055, 0.88, 1, 0.67, 0.00, 1.23, 0.05, 0.00, 0.00, 0.13, 0.03, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.87, 1.80, 0.63, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
1652, 0, 55.088, 0.77, 1, 0.59, 0.00, 1.28, 0.05, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.00, 0.63, 1.87, 0.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
1653, 0, 55.122, 0.77, 1, 0.61, 0.00, 1.28, 0.05, 0.00, 0.00, 0.11, 0.00, 0.00, 0.14, 0.00, 0.08, 0.42, 0.00, 0.75, 2.10, 0.72, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
1654, 0, 55.155, 0.77, 1, 0.60, 0.00, 1.32, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 0.33, 0.00, 0.38, 0.61, 0.00, 0.82, 1.98, 0.88, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
1655, 0, 55.188, 0.77, 1, 0.98, 0.00, 1.10, 0.00, 0.00, 0.35, 0.11, 0.12, 0.00, 0.35, 0.00, 0.79, 0.58, 0.00, 0.61, 1.67, 0.97, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1656, 0, 55.222, 0.98, 1, 1.29, 0.00, 0.95, 0.00, 0.00, 0.75, 0.05, 0.15, 0.00, 0.24, 0.00, 1.01, 0.70, 0.00, 0.27, 1.23, 0.79, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00
1657, 0, 55.255, 0.98, 1, 1.47, 0.00, 0.63, 0.00, 0.00, 1.15, 0.00, 0.15, 0.00, 0.05, 0.00, 1.22, 0.67, 0.00, 0.00, 0.95, 0.65, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00
1658, 0, 55.289, 0.98, 1, 1.29, 0.00, 0.51, 0.00, 0.00, 1.21, 0.00, 0.03, 0.00, 0.03, 0.00, 1.21, 0.76, 0.00, 0.15, 0.93, 0.55, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00
1659, 0, 55.322, 0.98, 1, 1.26, 0.00, 0.51, 0.00, 0.00, 1.12, 0.00, 0.00, 0.00, 0.00, 0.00, 1.21, 0.60, 0.00, 0.33, 1.03, 0.44, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1660, 0, 55.355, 0.98, 1, 1.37, 0.00, 0.63, 0.00, 0.00, 1.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.97, 0.53, 0.00, 0.84, 1.35, 0.45, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1661, 0, 55.389, 0.98, 1, 1.37, 0.00, 0.82, 0.00, 0.00, 1.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.87, 0.36, 0.00, 1.21, 1.69, 0.54, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1662, 0, 55.422, 0.98, 1, 1.32, 0.00, 0.85, 0.00, 0.00, 1.73, 0.00, 0.00, 0.00, 0.00, 0.00, 1.04, 0.33, 0.00, 1.35, 1.78, 0.64, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1663, 0, 55.455, 0.98, 1, 1.27, 0.00, 0.87, 0.00, 0.00, 1.41, 0.00, 0.00, 0.00, 0.00, 0.00, 1.17, 0.17, 0.00, 0.98, 1.57, 0.68, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
1664, 0, 55.489, 0.98, 1, 1.28, 0.00, 0.81, 0.00, 0.00, 1.06, 0.00, 0.00, 0.00, 0.00, 0.00, 1.31, 0.06, 0.00, 0.57, 1.23, 0.66, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
1665, 0, 55.522, 0.98, 1, 1.34, 0.00, 0.80, 0.00, 0.00, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 1.43, 0.00, 0.00, 0.24, 1.04, 0.77, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
1666, 0, 55.556, 0.98, 1, 1.46, 0.00, 0.78, 0.00, 0.00, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 1.63, 0.00, 0.00, 0.10, 1.06, 0.83, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
