frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
3202, 0, 106.807, 0.98, 1, 1.58, 0.00, 0.63, 0.00, 0.00, 1.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.00, 0.00, 0.92, 0.11, 0.72, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3203, 0, 106.840, 0.98, 1, 1.53, 0.00, 0.60, 0.00, 0.00, 1.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.63, 0.00, 0.00, 0.65, 0.03, 0.75, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3204, 0, 106.873, 0.98, 1, 1.41, 0.00, 0.57, 0.00, 0.00, 1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.63, 0.00, 0.00, 0.56, 0.00, 0.70, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3205, 0, 106.907, 0.98, 1, 1.29, 0.00, 0.54, 0.00, 0.00, 1.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.68, 0.00, 0.00, 0.53, 0.00, 0.70, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3206, 0, 106.940, 0.98, 1, 1.22, 0.00, 0.41, 0.00, 0.00, 1.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.58, 0.00, 0.74, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3207, 0, 106.974, 0.98, 1, 1.16, 0.00, 0.30, 0.00, 0.00, 1.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 0.00, 0.52, 0.00, 0.75, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3208, 0, 107.007, 0.98, 1, 1.17, 0.00, 0.15, 0.00, 0.00, 1.01, 0.00, 0.00, 0.00, 0.00, 0.00, 1.04, 0.00, 0.00, 0.34, 0.00, 0.67, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3209, 0, 107.040, 0.98, 1, 1.11, 0.00, 0.07, 0.00, 0.00, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 1.39, 0.00, 0.00, 0.16, 0.00, 0.62, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3210, 0, 107.074, 0.98, 1, 1.11, 0.00, 0.01, 0.00, 0.00, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 1.64, 0.02, 0.00, 0.00, 0.00, 0.71, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3211, 0, 107.107, 0.98, 1, 0.99, 0.00, 0.00, 0.00, 0.00, 0.83, 0.00, 0.00, 0.00, 0.00, 0.00, 1.51, 0.02, 0.00, 0.00, 0.00, 0.68, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3212, 0, 107.140, 0.98, 1, 0.85, 0.00, 0.00, 0.00, 0.00, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 1.41, 0.02, 0.00, 0.00, 0.00, 0.62, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3213, 0, 107.174, 0.98, 1, 0.68, 0.00, 0.04, 0.00, 0.00, 1.08, 0.00, 0.00, 0.00, 0.00, 0.00, 1.38, 0.00, 0.00, 0.00, 0.03, 0.49, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3214, 0, 107.207, 0.98, 1, 0.54, 0.00, 0.08, 0.00, 0.00, 1.15, 0.00, 0.00, 0.00, 0.00, 0.00, 1.28, 0.10, 0.00, 0.21, 0.27, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3215, 0, 107.240, 0.98, 1, 0.34, 0.00, 0.16, 0.00, 0.00, 1.12, 0.00, 0.00, 0.00, 0.00, 0.00, 1.12, 0.17, 0.00, 0.47, 0.59, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3216, 0, 107.274, 0.98, 1, 0.22, 0.00, 0.13, 0.00, 0.00, 1.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.02, 0.19, 0.00, 0.59, 0.86, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3217, 0, 107.307, 0.98, 1, 0.16, 0.00, 0.10, 0.00, 0.00, 0.91, 0.00, 0.00, 0.00, 0.00, 0.00, 1.12, 0.09, 0.00, 0.39, 0.80, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3218, 0, 107.341, 0.98, 1, 0.22, 0.00, 0.02, 0.00, 0.00, 0.87, 0.00, 0.00, 0.00, 0.00, 0.00, 1.23, 0.02, 0.00, 0.12, 0.59, 0.56, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3219, 0, 107.374, 0.98, 1, 0.28, 0.00, 0.04, 0.00, 0.00, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 1.34, 0.08, 0.00, 0.06, 0.49, 0.49, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3220, 0, 107.407, 0.98, 1, 0.31, 0.00, 0.06, 0.00, 0.00, 1.10, 0.00, 0.00, 0.00, 0.00, 0.00, 1.14, 0.28, 0.00, 0.55, 0.71, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3221, 0, 107.441, 0.98, 1, 0.34, 0.00, 0.16, 0.00, 0.00, 1.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.79, 0.46, 0.00, 1.26, 1.16, 0.46, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
3222, 0, 107.474, 0.98, 1, 0.38, 0.00, 0.25, 0.00, 0.00, 1.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.51, 0.61, 0.00, 1.91, 1.57, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
3223, 0, 107.507, 0.98, 1, 0.36, 0.00, 0.33, 0.00, 0.00, 1.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.43, 0.56, 0.00, 1.98, 1.79, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
3224, 0, 107.541, 0.98, 1, 0.37, 0.00, 0.38, 0.00, 0.00, 1.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.65, 0.41, 0.00, 1.71, 1.94, 0.36, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
3225, 0, 107.574, 0.98, 1, 0.27, 0.00, 0.29, 0.00, 0.00, 1.64, 0.00, 0.00, 0.00, 0.00, 0.00, 1.01, 0.20, 0.00, 1.09, 1.86, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
3226, 0, 107.608, 0.98, 1, 0.24, 0.00, 0.17, 0.00, 0.00, 1.32, 0.00, 0.00, 0.00, 0.00, 0.00, 1.23, 0.05, 0.00, 0.52, 1.59, 0.37, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3227, 0, 107.641, 0.98, 1, 0.11, 0.00, 0.10, 0.00, 0.00, 1.13, 0.00, 0.00, 0.00, 0.00, 0.00, 1.25, 0.01, 0.00, 0.10, 1.04, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
3228, 0, 107.674, 0.98, 1, 0.08, 0.00, 0.20, 0.00, 0.00, 1.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.94, 0.01, 0.00, 0.18, 0.81, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
3229, 0, 107.708, 0.98, 1, 0.02, 0.00, 0.29, 0.00, 0.00, 1.15, 0.00, 0.06, 0.00, 0.00, 0.00, 0.66, 0.01, 0.00, 0.50, 0.91, 0.55, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
3230, 0, 107.741, 0.98, 1, 0.19, 0.00, 0.42, 0.00, 0.00, 1.14, 0.00, 0.26, 0.00, 0.00, 0.00, 0.39, 0.14, 0.00, 0.88, 1.20, 0.53, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
3231, 0, 107.774, 0.98, 1, 0.58, 0.00, 0.69, 0.00, 0.00, 0.74, 0.08, 0.55, 0.00, 0.00, 0.00, 0.42, 0.13, 0.00, 0.97, 1.14, 0.60, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
3232, 0, 107.808, 0.98, 1, 1.15, 0.00, 1.07, 0.00, 0.00, 0.37, 0.22, 0.83, 0.00, 0.00, 0.00, 0.57, 0.17, 0.00, 0.68, 0.81, 0.76, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
3233, 0, 107.841, 0.93, 1, 1.37, 0.00, 1.28, 0.00, 0.00, 0.02, 0.48, 0.88, 0.00, 0.00, 0.00, 0.78, 0.04, 0.00, 0.28, 0.35, 0.94, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
3234, 0, 107.874, 0.98, 1, 1.40, 0.00, 1.15, 0.00, 0.00, 0.00, 0.49, 0.60, 0.00, 0.00, 0.00, 0.60, 0.04, 0.00, 0.03, 0.11, 0.88, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
3235, 0, 107.908, 0.98, 1, 1.28, 0.00, 0.71, 0.00, 0.00, 0.00, 0.36, 0.29, 0.00, 0.00, 0.00, 0.47, 0.06, 0.00, 0.00, 0.00, 0.70, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
3236, 0, 107.941, 0.98, 1, 1.38, 0.20, 0.35, 0.00, 0.00, 0.00, 0.10, 0.03, 0.00, 0.00, 0.00, 0.17, 0.06, 0.00, 0.16, 0.00, 0.39, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
3237, 0, 107.975, 0.93, 1, 1.25, 0.28, 0.34, 0.00, 0.00, 0.00, 0.01, 0.03, 0.00, 0.00, 0.00, 0.23, 0.06, 0.00, 0.62, 0.00, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
3238, 0, 108.008, 0.88, 1, 0.99, 0.30, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.46, 0.09, 0.00, 0.93, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3239, 0, 108.041, 0.88, 1, 0.57, 0.09, 0.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.95, 0.23, 0.00, 1.02, 0.22, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3240, 0, 108.075, 0.88, 1, 0.46, 0.49, 0.88, 0.00, 0.00, 0.00, 0.00, 0.28, 0.53, 0.00, 0.00, 1.54, 0.28, 0.00, 0.56, 0.22, 0.04, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3241, 0, 108.108, 0.98, 1, 0.56, 0.93, 0.97, 0.00, 0.00, 0.00, 0.00, 0.46, 0.46, 0.00, 0.13, 2.20, 0.30, 0.00, 0.25, 0.33, 0.04, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3242, 0, 108.141, 0.98, 1, 0.74, 1.06, 1.09, 0.00, 0.00, 0.00, 0.00, 0.73, 0.36, 0.00, 0.52, 2.95, 0.33, 0.11, 0.00, 0.86, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3243, 0, 108.175, 0.98, 1, 0.55, 0.58, 1.48, 0.00, 0.00, 0.00, 0.00, 0.75, 0.12, 0.00, 0.67, 3.45, 0.27, 0.43, 0.00, 1.99, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3244, 0, 108.208, 0.98, 1, 0.58, 0.62, 1.60, 0.00, 0.00, 0.00, 0.00, 0.65, 0.05, 0.38, 0.56, 3.82, 0.23, 0.77, 0.00, 2.53, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3245, 0, 108.241, 0.98, 1, 0.50, 0.77, 1.67, 0.00, 0.00, 0.00, 0.00, 0.38, 0.00, 0.88, 0.17, 3.91, 0.17, 1.14, 0.00, 2.32, 0.06, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3246, 0, 108.275, 0.98, 1, 0.79, 1.11, 1.79, 0.00, 0.01, 0.00, 0.03, 0.15, 0.01, 1.31, 0.03, 4.16, 0.22, 1.15, 0.00, 1.65, 0.06, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3247, 0, 108.308, 0.98, 1, 0.95, 1.13, 1.94, 0.00, 0.14, 0.00, 0.15, 0.19, 0.13, 1.41, 0.00, 4.21, 0.16, 1.09, 0.00, 1.34, 0.06, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3248, 0, 108.342, 0.98, 1, 1.06, 1.03, 2.07, 0.00, 0.20, 0.00, 0.20, 0.32, 0.14, 1.38, 0.00, 4.19, 0.08, 0.96, 0.00, 1.43, 0.05, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3249, 0, 108.375, 0.98, 1, 1.12, 1.08, 1.97, 0.00, 0.19, 0.00, 0.24, 0.46, 0.13, 1.23, 0.02, 4.09, 0.02, 0.99, 0.00, 1.59, 0.05, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3250, 0, 108.408, 0.98, 1, 1.00, 0.91, 1.92, 0.00, 0.06, 0.00, 0.12, 0.34, 0.00, 0.82, 0.02, 3.91, 0.12, 1.15, 0.00, 1.91, 0.05, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3251, 0, 108.442, 0.98, 1, 1.08, 0.95, 2.03, 0.00, 0.00, 0.00, 0.07, 0.36, 0.00, 0.35, 0.02, 4.07, 0.10, 1.38, 0.00, 2.54, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3252, 0, 108.475, 0.98, 1, 1.02, 1.19, 1.89, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 0.06, 0.13, 4.01, 0.14, 1.31, 0.00, 2.48, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3253, 0, 108.508, 0.98, 1, 1.05, 1.74, 1.49, 0.00, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.13, 3.77, 0.04, 1.00, 0.00, 2.11, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3254, 0, 108.542, 0.98, 1, 0.79, 2.20, 0.72, 0.00, 0.00, 0.00, 0.00, 0.27, 0.02, 0.00, 0.13, 2.98, 0.04, 0.44, 0.06, 1.35, 0.27, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3255, 0, 108.575, 0.98, 1, 0.50, 2.05, 0.25, 0.00, 0.00, 0.00, 0.00, 0.24, 0.02, 0.00, 0.00, 2.04, 0.00, 0.14, 0.11, 1.11, 0.37, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3256, 0, 108.609, 0.98, 1, 0.12, 1.16, 0.13, 0.00, 0.00, 0.00, 0.00, 0.25, 0.02, 0.00, 0.00, 1.36, 0.05, 0.00, 0.11, 0.83, 0.38, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3257, 0, 108.642, 0.98, 1, 0.00, 0.48, 0.34, 0.00, 0.00, 0.00, 0.00, 0.35, 0.01, 0.00, 0.00, 0.99, 0.13, 0.00, 0.06, 0.44, 0.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3258, 0, 108.675, 0.88, 1, 0.13, 0.00, 0.55, 0.00, 0.00, 0.00, 0.02, 0.52, 0.00, 0.00, 0.00, 0.84, 0.18, 0.00, 0.00, 0.16, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3259, 0, 108.709, 0.98, 1, 0.39, 0.00, 0.70, 0.00, 0.00, 0.00, 0.02, 0.61, 0.00, 0.00, 0.00, 0.63, 0.13, 0.00, 0.00, 0.04, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3260, 0, 108.742, 0.98, 1, 0.68, 0.00, 0.71, 0.00, 0.00, 0.00, 0.02, 0.57, 0.00, 0.00, 0.00, 0.33, 0.05, 0.00, 0.00, 0.14, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3261, 0, 108.775, 0.98, 1, 0.79, 0.00, 0.74, 0.00, 0.00, 0.00, 0.01, 0.60, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.02, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3262, 0, 108.809, 0.98, 1, 0.66, 0.00, 0.66, 0.00, 0.00, 0.00, 0.01, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.58, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3263, 0, 108.842, 0.98, 1, 0.52, 0.00, 0.61, 0.00, 0.00, 0.00, 0.01, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.94, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3264, 0, 108.875, 0.98, 1, 0.54, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 1.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3265, 0, 108.909, 0.88, 1, 0.52, 0.00, 0.27, 0.00, 0.00, 0.00, 0.00, 0.48, 0.00, 0.00, 0.00, 0.23, 0.34, 0.00, 0.00, 1.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3266, 0, 108.942, 0.88, 1, 0.56, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.43, 0.00, 0.00, 0.00, 0.59, 0.39, 0.00, 0.00, 1.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3267, 0, 108.976, 0.88, 1, 0.53, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 0.26, 0.00, 0.00, 0.00, 1.15, 0.30, 0.00, 0.00, 1.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3268, 0, 109.009, 0.98, 1, 0.67, 0.00, 0.35, 0.00, 0.00, 0.13, 0.00, 0.16, 0.00, 0.00, 0.00, 1.70, 0.16, 0.00, 0.00, 1.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3269, 0, 109.042, 0.88, 1, 0.78, 0.00, 0.47, 0.00, 0.00, 0.26, 0.00, 0.14, 0.00, 0.05, 0.00, 1.99, 0.12, 0.00, 0.00, 0.87, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3270, 0, 109.076, 0.88, 1, 0.97, 0.00, 0.61, 0.00, 0.00, 0.48, 0.00, 0.28, 0.00, 0.05, 0.00, 2.01, 0.02, 0.00, 0.00, 0.73, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3271, 0, 109.109, 0.88, 1, 1.26, 0.00, 0.66, 0.00, 0.00, 0.62, 0.00, 0.25, 0.00, 0.04, 0.00, 1.83, 0.00, 0.00, 0.00, 0.58, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
